🇨🇳󠁧󠁢󠁥󠁮央视频道,#genre#
合肥公共,https://hylive.hfbtv.com/lsdream/pytL5lE/1000/live.m3u8?zanhd
合肥公共,http://223.244.92.30:808/lsdream/pytL5lE/1000/live.m3u8?zanhd
池州新闻,http://cm.wshls.homecdn.com/live/829f.m3u8
池州新闻,http://cm.wshls.homecdn.com/live/4abdd.flv?zanhd
池州新闻,http://cm.wshls.homecdn.com/live/829f.flv?zanhd
池州公共,http://cm.wshls.homecdn.com/live/829d.m3u8
池州公共,http://cm.wshls.homecdn.com/live/829d.m3u8?zanhd
池州公共,http://cm.wshls.homecdn.com/live/4abdf.flv?zanhd
池州公共,http://cm.wshls.homecdn.com/live/829d.flv?zanhd
亳州新闻,http://zbbf2.ahbztv.com/live/416.m3u8
亳州新闻,http://zbbf2.ahbztv.com/live/416.m3u8?zanhd
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8?zanhd
安庆石化,http://183.167.250.225:8081/live/0.m3u8
六安新闻,http://pili-live-rtmp.luan2.hfmt.net/luan2/jjpd.m3u8
六安新闻,http://pili-live-rtmp.luan2.hfmt.net/luan2/jjpd.m3u8?zanhd
六安新闻,http://pili-live-hls.luan2.hfmt.net/luan2/ggpd.m3u8?sign=cab11d224cf9e8e3b0b92e0564085244&t=659fa8f7;{User-Agent@0151?zanhd}
淮南新闻,http://stream.0554news.com/hnds1/sd/live.m3u8
淮南新闻,http://stream.0554news.com/hnds1/sd/live.m3u8?zanhd
淮南公共,http://stream.0554news.com/hnds2/sd/live.m3u8
淮南公共,http://stream.0554news.com/hnds2/sd/live.m3u8?zanhd
滁州新闻,http://live.cztv.cc:85/live/xwpd.m3u8
滁州新闻,http://live.cztv.cc:85/live/xwpd.m3u8?zanhd
滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8
滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8?zanhd
滁州公共,http://live.cztv.cc:85/live/ggpd.m3u8
滁州公共,http://live.cztv.cc:85/live/ggpd.m3u8?zanhd
枞阳综合,http://112.27.89.235:8008/out_1/index.m3u8
枞阳综合,https://hwapi.yunshicloud.com/7y5967/6giz18.m3u8?zanhd
枞阳综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-zystv/1.m3u8?zanhd
枞阳综合,http://112.27.89.235:8008/out_1/index.m3u8?zanhd
繁昌新闻,https://hwapi.yunshicloud.com/3giqaj/i6v1o5.m3u8
繁昌新闻,https://hwapi.yunshicloud.com/3giqaj/i6v1o5.m3u8?zanhd
繁昌文体,https://hwapi.yunshicloud.com/3giqaj/k46mx9.m3u8
繁昌文体,https://hwapi.yunshicloud.com/22356x/ido05e.m3u8?zanhd
繁昌文体,https://hwapi.yunshicloud.com/3giqaj/k46mx9.m3u8?zanhd
湾沚新闻,http://60.169.39.215:8090/live/ch0.m3u8
湾沚新闻,http://60.169.39.215:8090/live/ch0.m3u8?zanhd
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
固镇影视,http://www.guzhenm.com:7004/hls/hd-live.m3u8
怀远一套,rtmp://m.yunxi.tv/yunxi-host/test_e7cba94f9450436fba1f747534dc9121?auth_key=1781502420-0-0-619476a370c978c22ffaaeb0288c332e
怀远二套,rtmp://m.yunxi.tv/yunxi-host/test_e8eed0b9088a44788eb393dd6d10e1fe?auth_key=1781502600-0-0-7b29b500b5449ae446cf9f5210c2114d
定远综合,http://ssdyapp.cn/live/dyv1.m3u8
定远综合,http://ssdyapp.cn/live/dyv1.m3u8?zanhd
定远综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-czdy1pd/1.m3u8?zanhd
阜南新闻,http://112.27.139.242:8278/fnxwzhd/playlist.m3u8
阜南新闻,http://120.210.216.73:8080/ysten-business/live/SD12-576P-fnxwzh/1.m3u8?zanhd
阜南新闻,http://112.27.139.242:8278/fnxwzhd/playlist.m3u8?zanhd
广德新闻,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200324143845.m3u8
广德新闻,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200324143845.m3u8?zanhd
广德生活,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200515090119.m3u8
广德生活,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200515090119.m3u8?zanhd
当涂新闻,http://newvideo.dangtutv.cn:8278/dt1/playlist.m3u8
当涂新闻,http://newvideo.dangtutv.cn:8278/dt1/playlist.m3u8?zanhd
东至新闻,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
东至新闻,http://120.210.216.73:8080/ysten-business/live/HD12-1080P-czdzzh/1.m3u8?zanhd
东至新闻,http://223.247.33.124:1935/live/zonghe/playlist.m3u8?zanhd
石台综合,http://111.38.104.24:8090/hls/main0/playlist.m3u8
石台综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-czst/1.m3u8?zanhd
石台综合,http://111.38.104.24:8090/hls/main0/playlist.m3u8?zanhd
屯溪融媒,http://112.30.194.221:20080/live/63cfaf06e7064943b9a1b7d76d3470dd/hls.m3u8
屯溪融媒,http://112.30.194.221:20080/live/63cfaf06e7064943b9a1b7d76d3470dd/hls.m3u8?zanhd
屯溪融媒,rtmp://112.30.194.221:11935/live/63cfaf06e7064943b9a1b7d76d3470dd?zanhd
黟县综合,http://app.yixianfabu.com:1935/live/yixian/playlist.m3u8
黟县综合,http://114.104.147.15:1935/live/yixian/playlist.m3u8
黟县综合,http://app.yixianfabu.com:1935/live/yixian/playlist.m3u8?zanhd
黟县综合,http://114.104.147.15:1935/live/yixian/playlist.m3u8?zanhd
长丰新闻,http://218.23.114.19:1935/live/xinwen/playlist.m3u8
潜山新闻,http://60.171.171.101:8278/rtmp_export/video22.m3u8
潜山新闻,http://60.171.171.101:8278/rtmp_export/video22.m3u8?zanhd
凤台综合,http://60.175.115.119:1935/live/zonghe/playlist.m3u8
凤台综合,http://111.39.175.241:8088/live/fengtai1.m3u8?zanhd
凤台综合,http://60.175.115.119:1935/live/zonghe/playlist.m3u8?zanhd
凤台综合,rtmp://60.175.115.119:1935/live/zonghe?zanhd
凤台文化,http://60.175.115.119:1935/live/wenhua/playlist.m3u8
凤台文化,http://60.175.115.119:1935/live/wenhua/playlist.m3u8?zanhd
凤台文化,rtmp://60.175.115.119:1935/live/wenhua?zanhd
金寨综合,http://112.26.80.214:1935/live/xinwen/playlist.m3u8
金寨综合,http://112.26.80.214:1935/live/xinwen/playlist.m3u8?zanhd
舒城新闻,http://220.180.24.62:1935/live/live2/playlist.m3u8
舒城新闻,http://220.180.24.62:1935/live/live2/playlist.m3u8?zanhd
舒城文化,http://220.180.24.62:1935/live/live1/playlist.m3u8
舒城文化,http://220.180.24.62:1935/live/live1/playlist.m3u8?zanhd
淮河能源综合,http://play.hhnynews.com/hhny/zhpd.m3u8?auth_key=1659380497-0-0-b07e3e3cd99f9355b6aa1e79fbd305f2
安徽影院,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
合肥生活,https://hylive.hfbtv.com/lsdream/5osSo9R/1000/live.m3u8?zanhd
合肥生活,http://223.244.92.30:808/lsdream/5osSo9R/1000/live.m3u8?zanhd
宿州新闻,rtmp://live.ahsz.tv/video/s10001-szzh?zanhd
宿州新闻,http://live.ahsz.tv/video/s10001-szzh/index.m3u8?zanhd
宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8?zanhd
宿州科教,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8?zanhd
宿州科教,rtmp://live.ahsz.tv/video/s10001-kxjy?zanhd
黄山新闻,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8?zanhd
黄山公共,http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8?zanhd
安庆新闻,http://220.179.7.220:1935/live/_definst_/xwzh/playlist.m3u8?zanhd
安庆公共,http://120.210.216.73:8080/ysten-business/live/SD12-576P-aqggpd/1.m3u8?zanhd
安庆教育,http://220.179.7.220:1935/live/_definst_/jypd/playlist.m3u8?zanhd
安庆教育,http://120.210.216.73:8080/ysten-business/live/SD12-576P-aqhmx-jy/1.m3u8?zanhd
怀远一套,rtmp://m.yunxi.tv/yunxi-host/test_e7cba94f9450436fba1f747534dc9121?auth_key=1781502420-0-0-619476a370c978c22ffaaeb0288c332e;{User-Agent@0151?zanhd}
怀远二套,rtmp://m.yunxi.tv/yunxi-host/test_e8eed0b9088a44788eb393dd6d10e1fe?auth_key=1781502600-0-0-7b29b500b5449ae446cf9f5210c2114d;{User-Agent@0151?zanhd}
五河新闻,http://60.170.109.149:1935/live/wuhe2/playlist.m3u8?zanhd
五河文旅,http://60.170.109.149:1935/live/wuhe1/playlist.m3u8?zanhd
明光综合,https://slvedio.slradio.cn/live/mgrmt1.m3u8?zanhd
临泉新闻,http://120.210.216.73:8080/ysten-business/live/SD20-576P-linquan/1.m3u8?zanhd
泾县文化,http://app.jxnn.cn:1935/live/whly/playlist.m3u8?zanhd
郎溪新闻,http://117.70.93.210:1935/live/xinwen/playlist.m3u8?zanhd
含山新闻,http://223.241.197.199:1935/live/xinwen/playlist.m3u8?zanhd
濉溪一套,https://hwapi.yunshicloud.com/m87oxo/251011.m3u8?zanhd
濉溪二套,https://hwapi.yunshicloud.com/m87oxo/h7j86z.m3u8?zanhd
来安综合,http://video.latv.net.cn:8278/latv/playlist.m3u8?zanhd
来安综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-czla1pd/1.m3u8?zanhd
全椒综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-qjzhpd/1.m3u8?zanhd
全椒生活,http://120.210.216.73:8080/ysten-business/live/SD12-576P-qjshpd/1.m3u8;{User-Agent@0151}
歙县综合,https://stream.ahwanyun.cn/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8?zanhd
歙县综合,http://112.30.194.221:20080/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8?zanhd
休宁新闻,http://120.210.216.73:8080/ysten-business/live/hsxndst/1.m3u8?zanhd
萧县新闻,http://60.171.238.200:8278/xwzh/playlist.m3u8?zanhd
萧县新闻,rtmp://60.171.238.200:1935/live/xwzh?zanhd
长丰新闻,http://218.23.114.19:1935/live/xinwen/playlist.m3u8?zanhd
霍邱新闻,http://120.210.216.73:8080/ysten-business/live/SD12-576P-huoqiu/1.m3u8?zanhd
霍山综合,http://ahhsdb.chinashadt.com:1936/live/stream:ahws.stream/playlist.m3u8?zanhd
淮河能源,http://play.hhnynews.com/hhny/zhpd.m3u8?auth_key=1659380497-0-0-b07e3e3cd99f9355b6aa1e79fbd305f2;{User-Agent@0151?zanhd}
肥东经济,http://120.210.216.73:8080/ysten-business/live/SD12-576P-fdjjsh/1.m3u8?zanhd
肥西综合,http://112.30.194.221:20080/live/7210e3a27cc64ac4a3f7aba2e2b683d5/hls.m3u8?zanhd
肥西综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-fxxwzh/1.m3u8?zanhd
涡阳新闻,http://111.39.71.77:8099/live/one/playlist.m3u8?zanhd
利辛影视,http://linxinbf.fst1994.cn/live/yingshi.m3u8?zanhd
蒙城新闻,http://live.plus.ahmctv.net/channel2/sd/live.m3u8
宿松新闻,http://112.30.194.221:20080/live/a8fd37c471fa46e18ec17b6ce4730eb7/hls.m3u8?zanhd
宿松文艺,http://112.30.194.221:20080/live/dcdece140fe94d83a9e3a55a88e7537a/hls.m3u8?zanhd
岳西综合,http://58.243.4.22:1935/live/zonghe/playlist.m3u8?zanhd
岳西综合,rtmp://58.243.4.22:1935/live/zonghe?zanhd

---20220724

B📺北京频道,
北京青年,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8?zbeid
北京生活,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?zbeid
北京科教,http://71pull.btvcloud.com/brtv2021channel/2021kjchannellive3.m3u8?zbeid
北京财经,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8?zbeid
北京影院,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?zbeid
冬奥纪实,http://39.135.138.60:18890/PLTV/88888888/224/3221225675/index.m3u8?zbeid
冬奥纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221225676/index.m3u8?zbeid
冬奥纪实,http://39.134.65.164/PLTV/88888888/224/3221225670/1.m3u8?zbeid
冬奥纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
冬奥纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225675/index.m3u8
冬奥纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221225676/index.m3u8
卡酷少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225677/index.m3u8
卡酷少儿,http://39.135.32.10:6610/000000001000/kakukaton/1.m3u8?IASHttpSessionId=OTT?zbeid
卡酷少儿,http://39.135.138.60:18890/PLTV/88888888/224/3221225677/index.m3u8?zbeid
卡酷少儿,http://111.63.117.13:6060/030000001000/G_KAKU/G_KAKU.m3u8?zbeid
房山无线,http://live.funhillrm.com/2/sd/live.m3u8
房山有线,http://live.funhillrm.com/5/sd/live.m3u8
顺义电视,http://livesydst.chinamcache.com/sydst/zb04.m3u8?auth_key=1633924026-0-0-674388eaa14736b03bcd6cfd1d294ba1
北京新闻,http://live.funhillrm.com/5/sd/live.m3u8?zbeid
北京通州,http://pull.dayuntongzhou.com/live/tztv.m3u8?zbeid
房山无线,http://live.funhillrm.com/2/sd/live.m3u8?zbeid

---20220724

C📺重庆频道,
铜梁综合,http://183.64.174.171:40123/ch1.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8?zzhongqd
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8?zzhongqd
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd
万州三峡,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
万州三峡,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
万州三峡,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8?zzhongqd
万州三峡,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8?zzhongqd
万州三峡,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8?zzhongqd
璧山综合,http://222.179.42.129:8181/hls1.m3u8
璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
潼南综合,http://183.230.184.51:65500/tntv1.m3u8
大足综合,http://218.201.85.71:3170/m3u8
大足综合,http://218.201.85.71:3170/m3u8?zzhongqd
垫江综合,http://125.62.24.185:80/1.m3u8
垫江综合,http://125.62.24.185:80/1.m3u8?zzhongqd
武隆综合,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8
武隆综合,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8?zzhongqd
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8?zzhongqd
北碚综合,http://222.178.181.121:12034/beibei01.m3u8
北碚综合,http://222.178.181.121:12034/beibei01.m3u8?zzhongqd
江津经济,http://222.179.155.21:1935/ch0.m3u8
江津文化,http://222.179.155.21:1935/ch2.m3u8
万州影视,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
万州影视,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
万州影视,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
重庆精彩,http://zbxclive.cbg.cn:1935/app_2/ls_105.stream/playlist.m3u8
万源新闻,http://live.wanyuannews.com/wytv/hd/live.m3u8
万载综合,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8
万载综合,http://ls.qingting.fm/live/273.m3u8
万州科教,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
万州科教,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
重庆汽摩,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225506/2/index.m3u8?fmt=ts2hls?zzhongqd
电信导视,https://zbxclive.cbg.cn/app_2/ls_105.stream/chunklist.m3u8?zzhongqd
电信导视,https://zbxclive.cbg.cn/app_2/ls_105.stream/chunklist.m3u8
联通导视,https://zbxclive.cbg.cn/app_2/ls_106.stream/chunklist.m3u8?zzhongqd
联通导视,https://zbxclive.cbg.cn/app_2/ls_106.stream/chunklist.m3u8
江津新闻,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
涪陵电视,http://livefuling.chinamcache.com/liveful/fldszb001.m3u8?zzhongqd
涪陵电视,http://livefuling.chinamcache.com/liveful/fldszb001.flv?zzhongqd

---20220724

F📺福建频道,
福建综合,http://p2.weizan.cn/11844069/132114573749498521/live.m3u8?zfud
福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8?zfud
福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
福州影院,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8?zfud
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8?zfud
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8?zfud
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
龙岩新闻,http://live.lytv.net.cn/zhpwd/hd/live.m3u8?zfud
龙岩新闻,http://stream.lytv.net.cn/2/sd/live.m3u8?zfud
龙岩新闻,http://live.lytv.net.cn/zhpwd/hd/live.m3u8
龙岩新闻,http://stream.lytv.net.cn/2/sd/live.m3u8
龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8?zfud
龙岩公共,http://stream.lytv.net.cn/1/sd/live.m3u8?zfud
龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8
龙岩公共,http://stream.lytv.net.cn/1/sd/live.m3u8
宁德新闻,http://live.nddst.com/NDTV1D/M/live.m3u8?zfud
宁德新闻,http://live.nddst.com/NDTV1D/playlist.m3u8?zfud
宁德公共,http://live.nddst.com/NDTV2D/M/live.m3u8?zfud
宁德公共,http://live.nddst.com/NDTV2D/playlist.m3u8?zfud
三明新闻,http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8?zfud
三明新闻,http://stream.smntv.cn/smtv1/sd/live.m3u8?zfud
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8?zfud
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
新罗一套,http://stream.lyxltv.com/xltv/sd/live.m3u8?zfud
新罗一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
大田二套,http://84y6jdxz.live2.danghongyun.com/live/hls/8a6db004318e4378b58d87f0414da77c/5a6c5d786f834df8a65b423af5851e6f.m3u8?zfud
大田二套,http://84y6jdxz.live2.danghongyun.com/live/hls/8a6db004318e4378b58d87f0414da77c/5a6c5d786f834df8a65b423af5851e6f.m3u8
将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8?fujian
将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8
建宁综合,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8?zfud
建宁综合,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8
宁化一套,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8?fujian
宁化一套,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
泰宁新闻,https://p2.weizan.cn/2123201810/941522397962841708/live.m3u8?zfud
泰宁新闻,https://p2.weizan.cn/2123201810/941522397962841708/live.m3u8
永安综合,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8?fujian
永安综合,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8
霞浦综合,http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8?zfud
霞浦综合,http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8
永泰综合,http://ytrmtzx.com:8278/yongtaipindao1/playlist.m3u8?fujian
永泰综合,http://ytrmtzx.com:8278/yongtaipindao1/playlist.m3u8
德化新闻,http://218.106.152.196/lsdream/2LacKP6/1024/live.m3u8?zfud
德化新闻,http://218.106.152.196/lsdream/2LacKP6/1024/live.m3u8
晋江电视,http://stream.jinjiang.tv/1/sd/live.m3u8?zfud
晋江电视,http://stream.jinjiang.tv/1/sd/live.m3u8
石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8?zfud
石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
新罗二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
邵武新闻,http://84y6jdxz.live2.danghongyun.com/live/hls/8efcc6f8c3a1469181c23d1c64e61526/7a29fd92c3324a06a1b943711573b04f.m3u8
武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
武夷山文旅,http://fjwysdb.chinashadt.com:2036/live/3.stream/playlist.m3u8
---20220724

G📺甘肃频道,
甘肃经济,https://hls.gstv.com.cn/49048r/10iv1j.m3u8?zgand
甘肃都市,https://hls.gstv.com.cn/49048r/l54391.m3u8?zgand
甘肃少儿,http://39.134.32.102:6610/270000001111/1110000327/index.m3u8?IASHttpSessionId=OTT
甘肃公共,https://hls.gstv.com.cn/49048r/3t5xyc.m3u8?zgand
甘肃文化,https://hls.gstv.com.cn/49048r/w1l6d5.m3u8?zgand
甘肃移动,https://hls.gstv.com.cn/49048r/y72q36.m3u8?zgand
嘉峪关综合,http://39.134.32.102:6610/270000001111/1110000200/index.m3u8?IASHttpSessionId=OTT?zgand
白银综合,http://live.bygd.cn/byzh/sd/live.m3u8?gansu
白银公共,http://live.bygd.cn/bygg/sd/live.m3u8?zgand
甘南综合,http://pili-live-hls.hfmt.net/gntv/gnhytv.m3u8?zgand
甘南藏语,http://pili-live-hls.hfmt.net/gntv/gnzytv.m3u8?zgand
平凉新闻,http://39.134.32.102:6610/270000001111/1110000021/index.m3u8?IASHttpSessionId=OTT?zgand
平凉公共,http://39.134.32.102:6610/270000001111/1110000020/index.m3u8?IASHttpSessionId=OTT?zgand
酒泉综合,http://stream.gsjqtv.com/pd1/sd/live.m3u8?zgand
酒泉综合,http://39.134.32.102:6610/270000001111/1110000001/index.m3u8?IASHttpSessionId=OTT?zgand
酒泉公共,http://stream.gsjqtv.com/pd2/sd/live.m3u8?zgand
酒泉公共,http://39.134.32.102:6610/270000001111/1110000002/index.m3u8?IASHttpSessionId=OTT?zgand
敦煌综合,http://39.134.32.102:6610/270000001111/1110000028/index.m3u8?IASHttpSessionId=OTT?zgand
张掖新闻,http://39.134.32.102:6610/270000001111/1110000025/index.m3u8?IASHttpSessionId=OTT?zgand
张掖公共,http://39.134.32.102:6610/270000001111/1110000026/index.m3u8?IASHttpSessionId=OTT?zgand
天水新闻,http://39.134.32.102:6610/270000001111/1110000185/index.m3u8?IASHttpSessionId=OTT?zgand
天水公共,http://39.134.32.102:6610/270000001111/1110000186/index.m3u8?IASHttpSessionId=OTT?zgand
天水公,rtmp://61.178.129.74/live/c03;{User-Agent@0151?zgand}
金昌综合,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8?zgand
金昌综合,http://39.134.32.102:6610/270000001111/1110000194/index.m3u8?IASHttpSessionId=OTT?zgand
陇南新闻,http://live.lnsbigdata.cn/tv/3d2e3db8eea4b52ea1f09f98fa626397.m3u8?zgand
临夏综合,http://39.134.32.102:6610/270000001111/1110000191/index.m3u8?IASHttpSessionId=OTT?zgand
临夏公共,http://39.134.32.102:6610/270000001111/1110000192/index.m3u8?IASHttpSessionId=OTT?zgand
武威新闻,http://39.134.32.102:6610/270000001111/1110000174/index.m3u8?IASHttpSessionId=OTT?zgand
武威凉州,http://39.134.32.102:6610/270000001111/1110000173/index.m3u8?IASHttpSessionId=OTT?zgand
定西综合,https://play.kankanlive.com/live/1645679947087932.m3u8?zgand
定西公共,https://play.kankanlive.com/live/1645680054929933.m3u8?zgand
皋兰综合,http://39.134.32.102:6610/270000001111/1110000199/index.m3u8?IASHttpSessionId=OTT?zgand
会宁综合,https://p2.weizan.cn/419307/577613453950840327/live.m3u8?zgand
景泰综合,http://39.134.32.102:6610/270000001111/1110000132/index.m3u8?IASHttpSessionId=OTT?zgand
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8?zgand
靖远综合,http://39.134.32.102:6610/270000001111/1110000183/index.m3u8?IASHttpSessionId=OTT?zgand
漳县新闻,http://39.134.32.102:6610/270000001111/1110000011/index.m3u8?IASHttpSessionId=OTT?zgand
成县综合,http://39.134.32.102:6610/270000001111/1110000019/index.m3u8?IASHttpSessionId=OTT?zgand
民乐新闻,http://39.134.32.102:6610/270000001111/1110000023/index.m3u8?IASHttpSessionId=OTT?zgand
肃北综合,http://39.134.32.102:6610/270000001111/1110000017/index.m3u8?IASHttpSessionId=OTT?zgand
临洮综合,https://play.kankanlive.com/live/1638428318510977.m3u8?zgand
临洮综合,http://39.134.32.102:6610/270000001111/1110000139/index.m3u8?IASHttpSessionId=OTT?zgand
玉门综合,rtmp://live.yumentv.cn:12345/live/room10;{User-Agent@0151?zgand}
玉门综合,http://39.134.32.102:6610/270000001111/1110000125/index.m3u8?IASHttpSessionId=OTT?zgand
金川综合,http://39.134.32.102:6610/270000001111/1110000181/index.m3u8?IASHttpSessionId=OTT?zgand
金川综合,https://play.kankanlive.com/live/1625041962958919.m3u8?zgand
永昌综合,http://39.134.32.102:6610/270000001111/1110000178/index.m3u8?IASHttpSessionId=OTT?zgand
庆城综合,http://39.134.32.102:6610/270000001111/1110000156/index.m3u8?IASHttpSessionId=OTT?zgand
陇西综合,http://39.134.32.102:6610/270000001111/1110000177/index.m3u8?IASHttpSessionId=OTT?zgand
岷县综合,http://play.kankanlive.com/live/1614311581479927.m3u8?zgand
岷县综合,http://39.134.32.102:6610/270000001111/1110000130/index.m3u8?IASHttpSessionId=OTT?zgand
通渭综合,https://play.kankanlive.com/live/1629944062210970.m3u8?zgand
渭源新闻,http://p2bj.weizan.cn/1334496652/224253674017686826/live.m3u8?zgand
迭部综合,http://39.134.32.102:6610/270000001111/1110000154/index.m3u8?IASHttpSessionId=OTT?zgand
碌曲综合,http://39.134.32.102:6610/270000001111/1110000198/index.m3u8?IASHttpSessionId=OTT?zgand
碌曲综合,http://pili-live-hls.hfmt.net/gntv/lqtv.m3u8?zgand
临潭综合,http://pili-live-hls.hfmt.net/gntv/lttv.m3u8?zgand
玛曲综合,http://39.134.32.102:6610/270000001111/1110000165/zgand.m3u8?IASHttpSessionId=OTT?gansu
